Datetime,Satellite,Mean (mg m-3),Min (mg m-3),Max (mg m-3),Pixel Coverage (%),URL
2019-04-09T09:52:00.000+00:00,S3B,11.26734,9.54045,12.47498,7,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190409T095218_sui_zug.tif
2019-04-16T10:11:00.000+00:00,S3B,8.16502,8.07768,8.25236,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190416T101100_sui_zug.tif
2019-04-17T09:44:00.000+00:00,S3B,7.47889,3.56291,11.69231,39,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190417T094449_sui_zug.tif
2019-04-20T10:07:00.000+00:00,S3B,5.3851,2.74866,9.99952,60,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190420T100715_sui_zug.tif
2019-06-01T10:18:00.000+00:00,S3B,7.29878,4.42149,9.97986,42,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190601T101823_sui_zug.tif
2019-06-02T09:52:00.000+00:00,S3B,7.72978,3.83884,10.47518,57,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190602T095212_sui_zug.tif
2019-06-03T09:26:00.000+00:00,S3B,7.96478,6.49619,8.86374,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190603T092600_sui_zug.tif
2019-06-13T10:07:00.000+00:00,S3B,9.57992,7.57268,11.32871,63,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190613T100708_sui_zug.tif
2019-06-17T10:03:00.000+00:00,S3B,10.46572,8.99362,12.12161,63,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190617T100323_sui_zug.tif
2019-06-18T09:37:00.000+00:00,S3B,8.98475,8.36814,9.87373,32,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190618T093712_sui_zug.tif
2019-06-29T09:52:00.000+00:00,S3B,4.84531,3.20683,8.38792,57,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190629T095211_sui_zug.tif
2019-07-10T10:07:00.000+00:00,S3B,4.48967,4.48967,4.48967,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190710T100710_sui_zug.tif
2019-07-30T09:48:00.000+00:00,S3B,3.32418,2.63622,5.33285,36,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190730T094829_sui_zug.tif
2019-08-11T09:37:00.000+00:00,S3B,3.4079,3.10859,4.41404,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190811T093715_sui_zug.tif
2019-08-14T09:59:00.000+00:00,S3B,3.05549,2.61091,3.7973,20,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190814T095942_sui_zug.tif
2019-08-18T09:55:00.000+00:00,S3B,4.09601,3.13047,7.46963,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190818T095557_sui_zug.tif
2019-08-25T10:14:00.000+00:00,S3B,5.16137,3.30949,7.62936,55,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190825T101439_sui_zug.tif
2019-08-26T09:48:00.000+00:00,S3B,5.02907,3.30794,6.87382,62,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190826T094828_sui_zug.tif
2019-08-30T09:44:00.000+00:00,S3B,4.38114,4.1824,4.69398,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190830T094443_sui_zug.tif
2019-09-03T09:40:00.000+00:00,S3B,3.69128,3.12145,4.39361,16,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190903T094059_sui_zug.tif
2019-09-21T10:14:00.000+00:00,S3B,3.95248,3.95248,3.95248,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190921T101438_sui_zug.tif
2019-09-25T10:10:00.000+00:00,S3B,4.74111,3.79239,5.99945,4,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190925T101053_sui_zug.tif
2019-09-29T10:07:00.000+00:00,S3B,4.49068,3.12031,7.86532,57,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20190929T100709_sui_zug.tif
2019-10-03T10:03:00.000+00:00,S3B,3.95416,2.87147,6.50392,34,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191003T100324_sui_zug.tif
2019-10-07T09:59:00.000+00:00,S3B,3.65035,3.51805,3.94436,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191007T095939_sui_zug.tif
2019-10-11T09:55:00.000+00:00,S3B,5.16544,3.33306,8.66829,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191011T095554_sui_zug.tif
2019-10-14T10:18:00.000+00:00,S3B,5.02689,3.64518,6.81838,8,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191014T101819_sui_zug.tif
2019-10-26T10:07:00.000+00:00,S3B,6.02036,4.48845,8.00939,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191026T100707_sui_zug.tif
2019-11-04T09:33:00.000+00:00,S3B,8.24699,5.16851,10.54323,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191104T093329_sui_zug.tif
2019-11-18T10:10:00.000+00:00,S3B,9.2996,6.61009,11.26854,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20191118T101055_sui_zug.tif
2020-01-05T09:26:00.000+00:00,S3B,11.22798,11.22798,11.22798,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200105T092602_sui_zug.tif
2020-01-07T10:14:00.000+00:00,S3B,11.53362,11.50102,11.56623,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200107T101439_sui_zug.tif
2020-01-08T09:48:00.000+00:00,S3B,12.30498,11.85799,12.69245,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200108T094828_sui_zug.tif
2020-01-12T09:44:00.000+00:00,S3B,10.89594,8.61355,12.35119,6,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200112T094443_sui_zug.tif
2020-01-11T10:10:00.000+00:00,S3B,10.69368,8.62446,13.17002,6,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200111T101054_sui_zug.tif
2020-01-19T10:03:00.000+00:00,S3B,10.25011,8.45397,12.12974,6,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200119T100324_sui_zug.tif
2020-01-15T10:07:00.000+00:00,S3B,10.09292,6.44381,12.88991,16,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200115T100709_sui_zug.tif
2020-01-20T09:37:00.000+00:00,S3B,10.603,10.29201,11.02734,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200120T093713_sui_zug.tif
2020-01-27T09:55:00.000+00:00,S3B,9.57089,7.53294,10.79918,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200127T095555_sui_zug.tif
2020-02-07T10:10:00.000+00:00,S3B,8.65549,5.74699,11.14648,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200207T101051_sui_zug.tif
2020-02-15T10:03:00.000+00:00,S3B,7.31094,4.21745,9.87024,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200215T100324_sui_zug.tif
2020-02-20T09:33:00.000+00:00,S3B,9.01821,6.63294,10.95311,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200220T093329_sui_zug.tif
2020-02-19T09:59:00.000+00:00,S3B,10.2017,8.43322,12.08729,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200219T095940_sui_zug.tif
2020-02-28T09:26:00.000+00:00,S3B,9.40421,6.59191,10.69137,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200228T092602_sui_zug.tif
2020-03-01T10:14:00.000+00:00,S3B,7.17352,3.01423,10.28052,42,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200301T101439_sui_zug.tif
2020-03-18T09:33:00.000+00:00,S3B,10.84001,8.96256,13.08865,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200318T093332_sui_zug.tif
2020-03-17T09:59:00.000+00:00,S3B,9.78809,8.32221,12.37097,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200317T095943_sui_zug.tif
2020-03-24T10:18:00.000+00:00,S3B,9.65301,6.31678,12.37321,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200324T101825_sui_zug.tif
2020-03-25T09:52:00.000+00:00,S3B,9.58551,6.6101,11.88397,39,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200325T095214_sui_zug.tif
2020-04-01T10:10:00.000+00:00,S3B,10.43137,8.17019,12.98951,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200401T101056_sui_zug.tif
2020-04-02T09:44:00.000+00:00,S3B,10.08892,7.31847,11.75856,37,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200402T094445_sui_zug.tif
2020-04-05T10:07:00.000+00:00,S3B,11.99702,9.14447,14.31114,62,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200405T100712_sui_zug.tif
2020-04-06T09:41:00.000+00:00,S3B,12.64739,10.64476,14.65582,49,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200406T094101_sui_zug.tif
2020-04-07T09:14:00.000+00:00,S3B,10.5152,9.58825,11.15629,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200407T091450_sui_zug.tif
2020-04-09T10:03:00.000+00:00,S3B,10.86022,8.71679,12.0407,46,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200409T100327_sui_zug.tif
2020-04-10T09:37:00.000+00:00,S3B,11.52202,9.12702,13.08476,58,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200410T093717_sui_zug.tif
2020-04-13T09:59:00.000+00:00,S3B,8.96012,7.55465,11.13312,29,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200413T095944_sui_zug.tif
2020-04-22T09:26:00.000+00:00,S3B,9.0271,7.46721,10.85083,11,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200422T092606_sui_zug.tif
2020-05-03T09:41:00.000+00:00,S3B,3.10348,3.0904,3.11655,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200503T094105_sui_zug.tif
2020-05-04T09:14:00.000+00:00,S3B,6.23179,6.23179,6.23179,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200504T091454_sui_zug.tif
2020-05-07T09:37:00.000+00:00,S3B,4.19548,3.35276,5.98592,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200507T093721_sui_zug.tif
2020-05-17T10:18:00.000+00:00,S3B,3.69353,3.62108,3.76598,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200517T101830_sui_zug.tif
2020-05-25T10:11:00.000+00:00,S3B,6.31476,3.91425,8.93141,33,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200525T101102_sui_zug.tif
2020-05-21T10:14:00.000+00:00,S3B,5.39386,3.44378,7.7941,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200521T101446_sui_zug.tif
2020-05-29T10:07:00.000+00:00,S3B,6.92991,3.85578,8.96089,20,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200529T100718_sui_zug.tif
2020-06-02T10:03:00.000+00:00,S3B,5.15432,3.13759,8.14111,37,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200602T100334_sui_zug.tif
2020-06-18T09:48:00.000+00:00,S3B,9.1955,7.98601,11.30647,16,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200618T094839_sui_zug.tif
2020-06-21T10:11:00.000+00:00,S3B,9.61043,7.86009,11.72071,38,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200621T101105_sui_zug.tif
2020-06-25T10:07:00.000+00:00,S3B,4.98741,4.11204,7.62859,18,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200625T100721_sui_zug.tif
2020-06-22T09:44:00.000+00:00,S3B,8.97266,6.89367,13.01119,35,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200622T094455_sui_zug.tif
2020-06-23T09:18:00.000+00:00,S3B,8.59754,7.93928,9.39092,18,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200623T091844_sui_zug.tif
2020-06-30T09:37:00.000+00:00,S3B,8.55776,6.53093,10.08152,39,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200630T093726_sui_zug.tif
2020-07-07T09:56:00.000+00:00,S3B,8.42464,6.18526,10.09256,65,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200707T095609_sui_zug.tif
2020-07-08T09:29:00.000+00:00,S3B,8.05687,5.93179,9.45281,47,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200708T092958_sui_zug.tif
2020-07-14T10:14:00.000+00:00,S3B,4.85965,4.12003,6.25375,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200714T101451_sui_zug.tif
2020-07-12T09:26:00.000+00:00,S3B,7.00338,5.47172,8.50113,21,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200712T092614_sui_zug.tif
2020-07-18T10:11:00.000+00:00,S3B,5.02302,3.97217,6.56189,34,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200718T101107_sui_zug.tif
2020-07-19T09:44:00.000+00:00,S3B,4.31751,3.61998,5.06787,25,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200719T094456_sui_zug.tif
2020-07-23T09:41:00.000+00:00,S3B,4.45932,3.98761,5.12129,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200723T094111_sui_zug.tif
2020-07-27T09:37:00.000+00:00,S3B,4.49562,3.54149,5.7444,54,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200727T093726_sui_zug.tif
2020-07-31T09:33:00.000+00:00,S3B,3.94665,3.79196,4.2362,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200731T093342_sui_zug.tif
2020-07-30T09:59:00.000+00:00,S3B,4.17779,3.45569,5.36819,54,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200730T095953_sui_zug.tif
2020-08-06T10:18:00.000+00:00,S3B,4.82084,3.46248,6.6831,62,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200806T101835_sui_zug.tif
2020-08-07T09:52:00.000+00:00,S3B,5.78402,3.72469,8.55328,58,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200807T095224_sui_zug.tif
2020-08-08T09:26:00.000+00:00,S3B,5.98973,4.85999,7.45863,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200808T092614_sui_zug.tif
2020-08-15T09:44:00.000+00:00,S3B,5.65631,4.4524,7.35583,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200815T094456_sui_zug.tif
2020-08-18T10:07:00.000+00:00,S3B,4.67737,3.58658,6.16187,40,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200818T100722_sui_zug.tif
2020-08-20T09:15:00.000+00:00,S3B,6.41871,5.33632,8.01704,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200820T091500_sui_zug.tif
2020-08-27T09:33:00.000+00:00,S3B,3.88254,3.22203,4.90057,50,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200827T093342_sui_zug.tif
2020-08-26T09:59:00.000+00:00,S3B,3.86182,3.26009,4.98746,50,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200826T095953_sui_zug.tif
2020-09-02T10:18:00.000+00:00,S3B,6.28458,4.76936,7.58088,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200902T101835_sui_zug.tif
2020-09-03T09:52:00.000+00:00,S3B,6.78985,4.52498,9.92937,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200903T095224_sui_zug.tif
2020-09-04T09:26:00.000+00:00,S3B,8.0026,5.65886,9.37744,24,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200904T092613_sui_zug.tif
2020-09-07T09:48:00.000+00:00,S3B,7.05312,5.21042,8.37303,24,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200907T094839_sui_zug.tif
2020-09-08T09:22:00.000+00:00,S3B,7.80963,5.52735,8.74879,12,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200908T092228_sui_zug.tif
2020-09-10T10:11:00.000+00:00,S3B,7.1891,5.7637,8.03171,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200910T101105_sui_zug.tif
2020-09-11T09:44:00.000+00:00,S3B,7.04942,5.05653,8.43598,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200911T094454_sui_zug.tif
2020-09-14T10:07:00.000+00:00,S3B,6.71547,4.7992,8.58233,60,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200914T100720_sui_zug.tif
2020-09-15T09:41:00.000+00:00,S3B,6.37916,4.98398,7.93808,56,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200915T094109_sui_zug.tif
2020-09-18T10:03:00.000+00:00,S3B,6.2056,5.00258,7.3822,7,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20200918T100335_sui_zug.tif
2020-10-04T09:48:00.000+00:00,S3B,8.2178,4.46455,11.02532,56,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201004T094835_sui_zug.tif
2020-10-08T09:44:00.000+00:00,S3B,9.20175,7.5562,10.87981,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201008T094450_sui_zug.tif
2020-10-11T10:07:00.000+00:00,S3B,8.15229,4.12761,9.95805,17,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201011T100718_sui_zug.tif
2020-10-24T09:29:00.000+00:00,S3B,10.7009,9.02738,13.14978,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201024T092956_sui_zug.tif
2020-10-30T10:14:00.000+00:00,S3B,8.99951,5.34843,12.1551,20,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201030T101451_sui_zug.tif
2020-10-27T09:52:00.000+00:00,S3B,9.9641,6.65948,12.48849,42,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201027T095224_sui_zug.tif
2020-11-12T09:37:00.000+00:00,S3B,11.27297,10.04725,12.8352,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201112T093728_sui_zug.tif
2020-11-15T09:59:00.000+00:00,S3B,10.44258,7.73414,12.81611,21,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201115T095955_sui_zug.tif
2020-11-16T09:33:00.000+00:00,S3B,10.25837,9.40604,11.45298,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201116T093344_sui_zug.tif
2020-11-23T09:52:00.000+00:00,S3B,10.74909,8.40345,13.10335,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20201123T095226_sui_zug.tif
2021-01-21T09:22:00.000+00:00,S3B,13.46709,12.71202,14.22216,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210121T092228_sui_zug.tif
2021-01-24T09:44:00.000+00:00,S3B,11.36827,9.24381,12.772,4,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210124T094453_sui_zug.tif
2021-01-19T10:14:00.000+00:00,S3B,9.98975,6.72939,12.20439,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210119T101450_sui_zug.tif
2021-02-21T09:18:00.000+00:00,S3B,10.14133,9.75997,10.7901,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210221T091843_sui_zug.tif
2021-02-25T09:14:00.000+00:00,S3B,9.94121,9.23287,10.64955,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210225T091459_sui_zug.tif
2021-02-20T09:44:00.000+00:00,S3B,6.52308,6.52308,6.52308,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210220T094454_sui_zug.tif
2021-03-12T09:26:00.000+00:00,S3B,9.58567,9.26635,10.22264,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210312T092613_sui_zug.tif
2021-03-18T10:11:00.000+00:00,S3B,8.91561,3.41981,12.22826,18,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210318T101106_sui_zug.tif
2021-03-19T09:44:00.000+00:00,S3B,9.78867,7.07161,12.12626,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210319T094455_sui_zug.tif
2021-03-23T09:41:00.000+00:00,S3B,11.00233,8.87018,13.12816,45,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210323T094111_sui_zug.tif
2021-03-24T09:15:00.000+00:00,S3B,10.87068,9.85816,11.71374,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210324T091500_sui_zug.tif
2021-03-26T10:03:00.000+00:00,S3B,10.55725,8.398,13.02236,61,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210326T100337_sui_zug.tif
2021-03-30T09:59:00.000+00:00,S3B,11.69446,9.9025,14.01151,53,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210330T095953_sui_zug.tif
2021-03-31T09:33:00.000+00:00,S3B,11.75135,10.26948,13.7142,45,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210331T093342_sui_zug.tif
2021-04-03T09:56:00.000+00:00,S3B,9.47386,6.56761,11.02999,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3B_20210403T095608_sui_zug.tif
