Datetime,Satellite,Mean (mg m-3),Min (mg m-3),Max (mg m-3),Pixel Coverage (%),URL
2019-06-18T10:16:00.000+00:00,S3A,8.66805,8.09509,9.21861,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190618T101650_sui_zug.tif
2019-06-16T09:28:00.000+00:00,S3A,11.64021,10.01656,12.61013,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190616T092812_sui_zug.tif
2019-06-19T09:50:00.000+00:00,S3A,8.35765,6.97918,8.87514,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190619T095039_sui_zug.tif
2019-06-24T09:20:00.000+00:00,S3A,7.6867,7.6867,7.6867,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190624T092044_sui_zug.tif
2019-06-23T09:46:00.000+00:00,S3A,7.30308,7.30308,7.30308,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190623T094655_sui_zug.tif
2019-06-30T10:05:00.000+00:00,S3A,4.17274,3.61886,4.84564,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190630T100537_sui_zug.tif
2019-08-08T09:54:00.000+00:00,S3A,2.90199,2.67606,3.31253,36,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190808T095421_sui_zug.tif
2019-08-04T09:58:00.000+00:00,S3A,2.92005,2.57384,3.69207,45,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190804T095806_sui_zug.tif
2019-08-09T09:28:00.000+00:00,S3A,3.63133,3.55214,3.71051,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190809T092810_sui_zug.tif
2019-08-11T10:16:00.000+00:00,S3A,3.26712,2.84038,4.45859,61,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190811T101647_sui_zug.tif
2019-08-19T10:09:00.000+00:00,S3A,3.50689,3.50689,3.50689,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190819T100917_sui_zug.tif
2019-09-03T10:20:00.000+00:00,S3A,3.74539,3.16078,4.47178,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190903T102030_sui_zug.tif
2019-09-04T09:54:00.000+00:00,S3A,4.08981,3.39174,5.69783,53,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190904T095419_sui_zug.tif
2019-09-12T09:46:00.000+00:00,S3A,5.2291,3.20836,8.33822,24,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190912T094651_sui_zug.tif
2019-09-13T09:20:00.000+00:00,S3A,6.34323,5.97554,6.71093,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190913T092040_sui_zug.tif
2019-09-15T10:09:00.000+00:00,S3A,4.75976,4.75976,4.75976,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190915T100918_sui_zug.tif
2019-09-27T09:58:00.000+00:00,S3A,3.85995,2.86785,7.1357,34,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20190927T095806_sui_zug.tif
2019-10-01T09:54:00.000+00:00,S3A,3.68893,2.93983,5.6351,7,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20191001T095422_sui_zug.tif
2019-10-16T10:05:00.000+00:00,S3A,4.88604,3.55464,7.47512,7,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20191016T100536_sui_zug.tif
2019-11-16T10:01:00.000+00:00,S3A,9.11924,9.01997,9.2185,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20191116T100149_sui_zug.tif
2019-11-27T10:16:00.000+00:00,S3A,9.19533,9.19533,9.19533,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20191127T101644_sui_zug.tif
2019-12-10T09:39:00.000+00:00,S3A,9.27863,8.13173,10.49831,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20191210T093919_sui_zug.tif
2019-12-28T10:13:00.000+00:00,S3A,10.16138,10.16138,10.16138,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20191228T101301_sui_zug.tif
2020-01-05T10:05:00.000+00:00,S3A,10.41635,8.02261,12.02613,4,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200105T100533_sui_zug.tif
2020-01-14T09:31:00.000+00:00,S3A,11.71414,10.69481,12.71838,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200114T093154_sui_zug.tif
2020-01-16T10:20:00.000+00:00,S3A,9.09489,7.75358,10.37339,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200116T102031_sui_zug.tif
2020-01-18T09:28:00.000+00:00,S3A,11.51341,10.53301,12.98857,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200118T092810_sui_zug.tif
2020-01-17T09:54:00.000+00:00,S3A,10.98745,9.94355,12.09946,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200117T095420_sui_zug.tif
2020-01-20T10:16:00.000+00:00,S3A,8.25966,5.61721,10.60258,9,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200120T101647_sui_zug.tif
2020-02-09T09:58:00.000+00:00,S3A,6.21366,3.22823,10.3276,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200209T095805_sui_zug.tif
2020-02-24T10:09:00.000+00:00,S3A,7.01448,3.48919,10.60227,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200224T100918_sui_zug.tif
2020-02-28T10:05:00.000+00:00,S3A,6.99167,3.14216,10.69206,38,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200228T100533_sui_zug.tif
2020-03-01T09:13:00.000+00:00,S3A,9.70685,9.55442,9.9355,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200301T091311_sui_zug.tif
2020-03-04T09:35:00.000+00:00,S3A,8.77875,4.72271,10.73752,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200304T093537_sui_zug.tif
2020-03-08T09:31:00.000+00:00,S3A,9.27448,7.64891,10.63321,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200308T093153_sui_zug.tif
2020-03-18T10:13:00.000+00:00,S3A,10.76336,7.92843,13.34651,62,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200318T101303_sui_zug.tif
2020-03-15T09:50:00.000+00:00,S3A,9.2255,4.97526,11.8398,47,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200315T095035_sui_zug.tif
2020-03-19T09:46:00.000+00:00,S3A,11.19737,9.37134,12.98314,28,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200319T094652_sui_zug.tif
2020-03-24T09:16:00.000+00:00,S3A,9.67149,9.67149,9.67149,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200324T091658_sui_zug.tif
2020-04-03T09:58:00.000+00:00,S3A,10.08913,8.15036,12.39453,52,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200403T095808_sui_zug.tif
2020-03-31T09:35:00.000+00:00,S3A,11.12972,8.81377,12.86297,43,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200331T093541_sui_zug.tif
2020-04-04T09:31:00.000+00:00,S3A,10.94531,9.99033,12.06655,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200404T093158_sui_zug.tif
2020-04-06T10:20:00.000+00:00,S3A,11.66539,9.4638,13.49335,30,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200406T102035_sui_zug.tif
2020-04-07T09:54:00.000+00:00,S3A,11.67071,10.11396,14.16195,65,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200407T095425_sui_zug.tif
2020-04-08T09:28:00.000+00:00,S3A,10.94156,9.99844,11.84972,31,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200408T092814_sui_zug.tif
2020-04-11T09:50:00.000+00:00,S3A,10.27388,8.64272,11.44317,62,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200411T095041_sui_zug.tif
2020-04-10T10:16:00.000+00:00,S3A,10.89506,9.17759,12.44471,69,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200410T101652_sui_zug.tif
2020-04-12T09:24:00.000+00:00,S3A,9.68902,8.11074,12.39539,27,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200412T092430_sui_zug.tif
2020-04-14T10:13:00.000+00:00,S3A,10.33739,7.6492,13.07907,12,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200414T101308_sui_zug.tif
2020-04-15T09:46:00.000+00:00,S3A,10.36943,8.03237,13.42713,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200415T094657_sui_zug.tif
2020-04-22T10:05:00.000+00:00,S3A,7.19603,3.60833,10.39083,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200422T100540_sui_zug.tif
2020-04-23T09:39:00.000+00:00,S3A,7.27072,4.61747,9.16121,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200423T093929_sui_zug.tif
2020-04-27T09:35:00.000+00:00,S3A,6.00554,3.11478,8.1033,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200427T093545_sui_zug.tif
2020-05-07T10:16:00.000+00:00,S3A,3.24523,2.46239,5.78625,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200507T101654_sui_zug.tif
2020-05-19T10:05:00.000+00:00,S3A,4.22972,2.76798,8.00546,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200519T100541_sui_zug.tif
2020-05-04T09:54:00.000+00:00,S3A,3.28557,2.46483,6.3469,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200504T095428_sui_zug.tif
2020-05-27T09:58:00.000+00:00,S3A,4.56071,2.95714,8.15556,46,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200527T095812_sui_zug.tif
2020-05-28T09:32:00.000+00:00,S3A,7.38727,7.38727,7.38727,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200528T093201_sui_zug.tif
2020-06-03T10:16:00.000+00:00,S3A,4.34416,3.26574,5.98494,11,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200603T101654_sui_zug.tif
2020-05-31T09:54:00.000+00:00,S3A,5.35669,3.53088,8.00584,16,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200531T095428_sui_zug.tif
2020-06-01T09:28:00.000+00:00,S3A,6.97214,4.83918,8.4351,12,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200601T092817_sui_zug.tif
2020-06-12T09:43:00.000+00:00,S3A,9.52557,7.8663,12.7868,63,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200612T094313_sui_zug.tif
2020-06-11T10:09:00.000+00:00,S3A,8.70111,7.39978,9.82191,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200611T100924_sui_zug.tif
2020-06-20T09:35:00.000+00:00,S3A,9.24523,8.08241,11.13705,29,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200620T093544_sui_zug.tif
2020-06-24T09:32:00.000+00:00,S3A,7.19892,5.05715,8.86047,48,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200624T093200_sui_zug.tif
2020-06-23T09:58:00.000+00:00,S3A,7.74936,4.77885,10.27682,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200623T095811_sui_zug.tif
2020-06-30T10:16:00.000+00:00,S3A,7.61035,6.01524,8.88048,35,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200630T101653_sui_zug.tif
2020-07-02T09:24:00.000+00:00,S3A,8.81998,8.36784,9.20588,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200702T092431_sui_zug.tif
2020-07-05T09:46:00.000+00:00,S3A,7.73715,5.0249,9.59058,56,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200705T094658_sui_zug.tif
2020-07-08T10:09:00.000+00:00,S3A,6.68227,4.28577,8.70655,63,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200708T100925_sui_zug.tif
2020-07-09T09:43:00.000+00:00,S3A,7.53898,5.50432,9.35869,63,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200709T094314_sui_zug.tif
2020-07-12T10:05:00.000+00:00,S3A,6.35331,4.39021,8.42931,51,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200712T100540_sui_zug.tif
2020-07-20T09:58:00.000+00:00,S3A,4.38264,3.28048,6.09276,54,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200720T095811_sui_zug.tif
2020-07-27T10:16:00.000+00:00,S3A,4.0912,3.35775,5.16428,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200727T101653_sui_zug.tif
2020-07-31T10:13:00.000+00:00,S3A,4.03954,3.34736,5.124,62,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200731T101308_sui_zug.tif
2020-08-05T09:43:00.000+00:00,S3A,4.69876,3.36019,6.91006,32,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200805T094312_sui_zug.tif
2020-08-08T10:05:00.000+00:00,S3A,4.72982,3.55647,7.56915,66,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200808T100539_sui_zug.tif
2020-08-06T09:17:00.000+00:00,S3A,6.60383,5.59642,7.6735,4,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200806T091701_sui_zug.tif
2020-08-09T09:39:00.000+00:00,S3A,5.32933,3.76388,7.24007,43,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200809T093928_sui_zug.tif
2020-08-12T10:01:00.000+00:00,S3A,4.9245,4.24475,5.62696,36,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200812T100154_sui_zug.tif
2020-08-17T09:31:00.000+00:00,S3A,5.6659,5.61908,5.68931,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200817T093158_sui_zug.tif
2020-08-20T09:54:00.000+00:00,S3A,5.02692,3.79611,6.30773,63,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200820T095424_sui_zug.tif
2020-08-23T10:16:00.000+00:00,S3A,4.50775,3.5163,5.69117,14,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200823T101650_sui_zug.tif
2020-08-25T09:24:00.000+00:00,S3A,4.86143,4.35269,5.40276,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200825T092428_sui_zug.tif
2020-08-24T09:50:00.000+00:00,S3A,4.00908,3.38513,5.08755,55,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200824T095039_sui_zug.tif
2020-08-21T09:28:00.000+00:00,S3A,5.23202,3.97515,7.27338,50,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200821T092813_sui_zug.tif
2020-08-27T10:13:00.000+00:00,S3A,3.66399,3.02558,4.52872,45,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200827T101305_sui_zug.tif
2020-08-28T09:46:00.000+00:00,S3A,3.38196,2.97324,4.26763,21,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200828T094654_sui_zug.tif
2020-09-01T09:43:00.000+00:00,S3A,7.78842,6.97952,8.49867,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200901T094309_sui_zug.tif
2020-09-04T10:05:00.000+00:00,S3A,6.80448,4.43705,8.6424,66,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200904T100535_sui_zug.tif
2020-09-05T09:39:00.000+00:00,S3A,8.31812,7.16117,9.44859,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200905T093925_sui_zug.tif
2020-09-09T09:35:00.000+00:00,S3A,8.06071,5.59276,9.58159,56,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200909T093541_sui_zug.tif
2020-09-08T10:01:00.000+00:00,S3A,6.08066,4.02103,8.08434,57,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200908T100152_sui_zug.tif
2020-09-12T09:58:00.000+00:00,S3A,7.16615,5.34848,9.06174,65,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200912T095808_sui_zug.tif
2020-09-15T10:20:00.000+00:00,S3A,5.61631,4.57243,6.49374,30,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200915T102035_sui_zug.tif
2020-09-28T09:43:00.000+00:00,S3A,6.82547,3.70491,9.45584,55,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20200928T094312_sui_zug.tif
2020-10-14T09:28:00.000+00:00,S3A,10.19729,8.82812,10.88568,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201014T092815_sui_zug.tif
2020-10-24T10:09:00.000+00:00,S3A,9.43476,5.93816,12.3141,15,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201024T100923_sui_zug.tif
2020-11-12T10:16:00.000+00:00,S3A,10.36789,6.39794,12.59711,34,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201112T101650_sui_zug.tif
2020-11-13T09:50:00.000+00:00,S3A,10.74896,5.58123,13.35648,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201113T095039_sui_zug.tif
2020-12-03T09:31:00.000+00:00,S3A,10.11871,10.11871,10.11871,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201203T093153_sui_zug.tif
2020-12-13T10:13:00.000+00:00,S3A,9.96269,7.30557,11.99798,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201213T101301_sui_zug.tif
2020-12-23T09:13:00.000+00:00,S3A,27.30168,27.30168,27.30168,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201223T091312_sui_zug.tif
2020-12-17T10:09:00.000+00:00,S3A,12.25857,12.25857,12.25857,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201217T100917_sui_zug.tif
2020-12-26T09:35:00.000+00:00,S3A,9.67914,8.62784,10.70151,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20201226T093539_sui_zug.tif
2021-01-10T09:46:00.000+00:00,S3A,10.15156,4.87863,13.46238,12,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210110T094656_sui_zug.tif
2021-01-19T09:13:00.000+00:00,S3A,19.80081,19.80081,19.80081,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210119T091318_sui_zug.tif
2021-02-14T09:39:00.000+00:00,S3A,3.9452,3.9452,3.9452,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210214T093929_sui_zug.tif
2021-02-21T09:58:00.000+00:00,S3A,5.84282,2.74193,10.18041,27,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210221T095811_sui_zug.tif
2021-02-25T09:54:00.000+00:00,S3A,7.63913,3.78223,10.61318,42,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210225T095426_sui_zug.tif
2021-03-02T09:24:00.000+00:00,S3A,9.13193,5.1998,10.62072,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210302T092430_sui_zug.tif
2021-03-12T10:05:00.000+00:00,S3A,8.85261,5.11912,13.10469,17,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210312T100537_sui_zug.tif
2021-03-20T09:58:00.000+00:00,S3A,8.3233,5.9942,9.80931,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210320T095808_sui_zug.tif
2021-03-25T09:28:00.000+00:00,S3A,10.83049,10.11161,11.5314,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210325T092814_sui_zug.tif
2021-03-24T09:54:00.000+00:00,S3A,10.58454,8.63211,13.09488,58,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210324T095425_sui_zug.tif
2021-03-23T10:20:00.000+00:00,S3A,9.15501,7.87092,11.10596,36,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210323T102036_sui_zug.tif
2021-03-28T09:50:00.000+00:00,S3A,11.06163,9.99513,12.21929,4,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210328T095042_sui_zug.tif
2021-03-31T10:13:00.000+00:00,S3A,11.20829,9.29314,13.58812,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210331T101309_sui_zug.tif
2021-04-04T10:09:00.000+00:00,S3A,9.31437,6.11593,13.15476,56,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210404T100925_sui_zug.tif
2021-04-01T09:46:00.000+00:00,S3A,10.14391,8.71546,11.81325,48,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210401T094658_sui_zug.tif
2021-04-08T10:05:00.000+00:00,S3A,9.18946,5.81039,12.62781,56,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210408T100542_sui_zug.tif
2021-04-16T09:58:00.000+00:00,S3A,9.11185,5.51262,11.22656,23,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210416T095814_sui_zug.tif
2021-04-20T09:54:00.000+00:00,S3A,10.62095,9.20069,12.02258,44,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210420T095431_sui_zug.tif
2021-04-19T10:20:00.000+00:00,S3A,9.83131,9.83131,9.83131,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210419T102041_sui_zug.tif
2021-04-23T10:16:00.000+00:00,S3A,12.04928,10.09406,14.03856,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/zug/OC3_chla_S3A_20210423T101657_sui_zug.tif
