Time,Surface Temp,Atm. CO2,Bottom Temp
01-Nov-2025,11.9621933927388,427.971790851494,5.1243428687984
01-Dec-2025,8.08330019505835,428.185987709643,5.12741921768654
01-Jan-2026,5.35892907239582,428.400369148578,5.13059811153763
01-Feb-2026,4.08376280777265,428.614935168298,5.13377700538871
01-Mar-2026,4.43150642235474,428.829685768811,5.13664826435098
01-Apr-2026,6.89035054742065,429.04462095011,5.13982715820206
01-May-2026,11.2852248897722,429.259740712194,5.14290350709021
01-Jun-2026,16.7685127333528,429.475045055064,5.14608240094129
01-Jul-2026,21.06476026712,429.690533978719,5.14915874982943
01-Aug-2026,22.6554870769848,429.906207483167,5.15233764368052
01-Sep-2026,20.8467119536858,430.122065568394,5.1555165375316
01-Oct-2026,16.8414321184124,430.33810823442,5.15859288641974
01-Nov-2026,12.0944043171104,430.554335481225,5.16177178027083
01-Dec-2026,8.20642793433043,430.770747308816,5.16484812915897
01-Jan-2027,5.47075996176367,430.987343717199,5.16802702301005
01-Feb-2027,4.1829714629893,431.204124706361,5.17120591686114
01-Mar-2027,4.51620523366628,431.421090276315,5.1740771758234
01-Apr-2027,6.95645381734366,431.638240427055,5.17725606967449
01-May-2027,11.337595566852,431.855575158588,5.18033241856263
01-Jun-2027,16.8205169056316,432.073094470899,5.18351131241371
01-Jul-2027,21.1331654686865,432.290798364003,5.18658766130186
01-Aug-2027,22.7513643271857,432.508686837893,5.18976655515294
01-Sep-2027,20.9674490621333,432.726759892568,5.19294544900402
01-Oct-2027,16.9739128139055,432.945017528029,5.19602179789217
01-Nov-2027,12.2252825333806,433.163459744275,5.19920069174325
01-Dec-2027,8.32825595205217,433.382086541314,5.2022770406314
01-Jan-2028,5.58129688421865,433.600897919139,5.20545593448248
01-Feb-2028,4.28090638775567,433.81989387775,5.20863482833356
01-Mar-2028,4.64206840674389,434.039074417145,5.21160863225877
01-Apr-2028,7.13763284591389,434.258439537334,5.21478752610985
01-May-2028,11.5592906493311,434.477989238309,5.217863874998
01-Jun-2028,17.042417946956,434.697723520061,5.22104276884908
01-Jul-2028,21.3050369703309,434.917642382614,5.22411911773722
01-Aug-2028,22.8402432063378,435.137745825938,5.2272980115883
01-Sep-2028,20.9814986400074,435.358033850061,5.23047690543939
01-Oct-2028,16.9526295350014,435.578506454964,5.23355325432753
01-Nov-2028,12.2086133443716,435.799163640659,5.23673214817862
01-Dec-2028,8.33837969966868,436.020005407139,5.23980849706676
01-Jan-2029,5.6248397321616,436.241031754413,5.24298739091784
01-Feb-2029,4.36184471010466,436.462242682464,5.24616628476893
01-Mar-2029,4.72370269169503,436.683638191309,5.24903754373119
01-Apr-2029,7.20067132316037,436.905218280939,5.25221643758228
01-May-2029,11.6087470942131,437.126982951348,5.25529278647042
01-Jun-2029,17.09178939604,437.348932202556,5.2584716803215
01-Jul-2029,21.3710561173095,437.571066034543,5.26154802920965
01-Aug-2029,22.9338041277367,437.793384447323,5.26472692306073
01-Sep-2029,21.0997713869611,438.015887440881,5.26790581691181
01-Oct-2029,17.0824097746539,438.238575015239,5.27098216579996
01-Nov-2029,12.3366058734427,438.461447170375,5.27416105965104
01-Dec-2029,8.45725646170767,438.684503906297,5.27723740853919
